Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,56,1369,1,185,23,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Basilicata,37,450,0,88,13,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Calabria,123,929,11,156,25,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Campania,334,4056,23,577,79,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Emilia-Romagna,254,6538,49,760,0,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Friuli Venezia Giulia,7,1277,1,175,0,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Lazio,368,6421,81,943,193,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Liguria,32,1755,9,211,12,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Lombardia,496,7117,90,1416,114,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Marche,40,1061,8,211,57,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Molise,6,221,0,39,0,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
P.A. Bolzano,9,391,2,100,0,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
P.A. Trento,9,517,2,60,15,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Piemonte,245,5824,37,628,99,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Puglia,218,3433,19,549,0,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Sardegna,72,1602,6,216,33,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Sicilia,283,3222,35,688,196,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Toscana,158,5033,42,468,26,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Umbria,33,671,5,97,30,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Valle d'Aosta,3,81,0,30,6,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Veneto,105,6000,23,1000,0,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
Italia,2888,57968,444,8597,921,Dati della Protezione Civile del 17 Giugno 2021 ore 18:26
