Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,456,1382,20,181,14,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Basilicata,103,375,1,79,13,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Calabria,350,1118,24,202,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Campania,1038,4446,63,812,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Emilia-Romagna,1769,9001,96,889,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Friuli Venezia Giulia,350,1277,20,175,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Lazio,1739,6421,158,943,243,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Liguria,486,1821,26,221,12,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Lombardia,1523,10457,155,1810,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Marche,285,1025,33,256,49,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Molise,36,176,4,39,26,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
P.A. Bolzano,85,500,6,100,20,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
P.A. Trento,80,517,7,90,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Piemonte,1314,6794,54,628,99,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Puglia,722,2923,62,503,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Sardegna,371,1602,26,204,16,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Sicilia,1200,3795,97,858,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Toscana,978,5033,66,570,8,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Umbria,180,662,10,86,41,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Valle d'Aosta,30,163,3,34,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Veneto,853,6000,56,1000,0,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
Italia,13948,65488,987,9680,541,Dati della Protezione Civile del 18 Febbraio 2022 ore 18:55
