Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,443,1476,44,189,0,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Basilicata,77,424,5,88,13,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Calabria,305,911,24,152,25,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Campania,1468,4462,97,620,36,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Emilia-Romagna,2520,6126,232,757,0,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Friuli Venezia Giulia,691,1277,63,175,0,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Lazio,2768,6421,305,943,193,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Liguria,643,1759,60,216,12,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Lombardia,3619,11323,425,1211,319,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Marche,587,1176,85,222,40,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Molise,62,221,9,36,0,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
P.A. Bolzano,212,499,30,77,2,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
P.A. Trento,271,604,46,90,15,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Piemonte,2500,5824,168,628,99,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Puglia,1354,3437,142,460,80,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Sardegna,506,1679,53,172,35,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Sicilia,1456,4161,211,824,196,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Toscana,715,5033,121,561,4,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Umbria,292,765,47,130,2,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Valle d'Aosta,46,227,2,20,12,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Veneto,2164,6000,318,1000,0,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
Italia,22699,63805,2487,8571,1083,Dati della Protezione Civile del 19 Gennaio 2021 ore 18:46
