Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,182,1369,15,185,23,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Basilicata,86,448,5,88,13,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Calabria,314,959,27,152,25,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Campania,1042,4246,87,620,36,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Emilia-Romagna,851,6538,127,760,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Friuli Venezia Giulia,55,1277,12,175,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Lazio,1323,6421,205,943,193,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Liguria,203,1815,45,226,12,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Lombardia,1662,8874,308,1416,114,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Marche,194,1188,40,210,54,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Molise,16,221,5,39,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
P.A. Bolzano,15,422,6,100,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
P.A. Trento,34,517,14,90,15,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Piemonte,938,5824,106,628,99,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Puglia,889,3768,102,586,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Sardegna,186,1602,35,216,33,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Sicilia,679,3858,99,834,196,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Toscana,689,5033,148,562,24,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Umbria,89,693,12,116,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Valle d'Aosta,22,227,0,30,6,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Veneto,456,6000,71,1000,0,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
Italia,9925,61300,1469,8976,843,Dati della Protezione Civile del 21 Maggio 2021 ore 17:51
