Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,130,1382,7,181,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Basilicata,40,358,0,79,13,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Calabria,149,971,5,177,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Campania,257,3878,9,575,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Emilia-Romagna,817,9001,29,889,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Friuli Venezia Giulia,129,1277,3,175,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Lazio,506,6421,39,943,243,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Liguria,176,1604,4,218,12,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Lombardia,586,10457,14,1810,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Marche,74,983,2,230,50,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Molise,12,176,0,39,26,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
P.A. Bolzano,24,500,1,100,20,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
P.A. Trento,60,517,1,90,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Piemonte,275,6794,7,628,99,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Puglia,186,2751,7,405,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Sardegna,85,1602,8,204,16,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Sicilia,402,3592,22,785,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Toscana,241,5033,9,570,13,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Umbria,129,662,2,86,41,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Valle d'Aosta,3,85,0,13,21,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Veneto,349,6000,19,1000,0,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Italia,4630,64044,188,9197,554,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
