Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,285,1382,8,181,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Basilicata,82,397,2,79,14,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Calabria,200,1009,11,194,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Campania,573,4029,36,581,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Emilia-Romagna,1152,9001,29,889,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Friuli Venezia Giulia,136,1277,6,175,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Lazio,809,6421,48,943,243,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Liguria,219,1643,12,218,12,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Lombardia,930,10457,39,1810,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Marche,120,996,4,230,49,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Molise,26,176,3,39,26,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
P.A. Bolzano,41,500,0,100,20,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
P.A. Trento,54,517,2,90,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Piemonte,559,6794,20,628,99,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Puglia,470,2903,25,503,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Sardegna,241,1602,10,204,16,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Sicilia,650,3609,36,813,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Toscana,414,5033,18,570,8,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Umbria,204,662,5,86,41,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Valle d'Aosta,26,163,0,34,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Veneto,459,6000,26,1000,0,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
Italia,7650,64571,340,9367,528,Dati della Protezione Civile del 14 Maggio 2022 ore 23:45
