Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,515,1382,28,181,14,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Basilicata,95,350,6,79,13,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Calabria,356,1108,23,202,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Campania,1270,4476,80,812,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Emilia-Romagna,2180,9001,135,889,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Friuli Venezia Giulia,407,1277,39,175,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Lazio,1994,6421,191,943,243,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Liguria,648,1824,31,221,12,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Lombardia,2272,10457,182,1810,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Marche,311,1027,50,256,49,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Molise,42,176,6,39,26,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
P.A. Bolzano,113,500,10,100,20,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
P.A. Trento,141,517,13,90,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Piemonte,1794,6794,99,628,99,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Puglia,748,2911,68,503,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Sardegna,403,1602,30,204,16,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Sicilia,1356,3807,115,858,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Toscana,1205,5033,90,570,8,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Umbria,202,662,9,86,41,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Valle d'Aosta,49,163,3,34,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Veneto,1253,6000,114,1000,0,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
Italia,17354,65488,1322,9680,541,Dati della Protezione Civile del 10 Febbraio 2022 ore 19:10
