Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,107,1382,3,181,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Basilicata,21,338,0,79,14,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Calabria,111,952,6,179,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Campania,231,3878,14,575,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Emilia-Romagna,613,9001,23,889,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Friuli Venezia Giulia,103,1277,3,175,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Lazio,368,6421,25,943,243,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Liguria,119,1581,3,218,12,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Lombardia,464,10457,12,1810,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Marche,47,983,3,230,50,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Molise,9,176,0,39,26,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
P.A. Bolzano,36,500,3,100,20,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
P.A. Trento,43,517,2,90,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Piemonte,236,6794,8,628,99,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Puglia,118,2735,10,405,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Sardegna,67,1602,7,204,16,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Sicilia,207,3446,17,785,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Toscana,160,5033,9,570,13,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Umbria,107,662,1,86,41,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Valle d'Aosta,12,67,0,13,21,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Veneto,241,6000,8,1000,0,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
Italia,3420,63802,157,9199,555,Dati della Protezione Civile del 18 Settembre 2022 ore 17:23
