Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,104,1324,9,181,14,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Basilicata,13,364,0,88,13,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Calabria,129,979,17,181,3,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Campania,321,3528,23,520,219,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Emilia-Romagna,685,7920,75,889,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Friuli Venezia Giulia,290,1277,24,175,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Lazio,708,6421,97,943,243,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Liguria,149,1711,20,217,12,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Lombardia,848,6633,103,1530,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Marche,86,966,24,246,58,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Molise,12,176,1,39,26,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
P.A. Bolzano,99,500,11,100,20,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
P.A. Trento,44,517,8,90,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Piemonte,383,5824,35,628,99,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Puglia,136,2722,21,482,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Sardegna,71,1602,13,204,16,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Sicilia,308,3576,43,867,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Toscana,268,5033,49,570,33,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Umbria,50,662,11,88,39,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Valle d'Aosta,21,99,1,33,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Veneto,502,6000,98,1000,0,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
Italia,5227,57834,683,9071,795,Dati della Protezione Civile del 30 Novembre 2021 ore 19:47
