Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia40,sopraSoglia
Toscana,66,5033,14,451,34,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI1,2,1.311345,
Umbria,8,671,1,97,30,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITI2,2,1.192250,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITC2,2,0,
Veneto,38,6000,7,1000,0,Dati della Protezione Civile del 12 Luglio 2021 ore 18:26,2021-07-12,ITH3,2,0.633333,
Abruzzo,28,1324,1,185,23,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF1,2,2.114804,
Basilicata,12,414,0,88,13,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF5,2,2.898551,
Calabria,44,798,2,151,25,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF6,2,5.513784,
Campania,197,3828,14,575,81,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF3,2,5.146290,
Emilia-Romagna,144,6538,13,760,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH5,2,2.202508,
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH4,2,0.313234,
Lazio,129,6421,25,943,193,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI4,2,2.009033,
Liguria,11,1702,6,212,12,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC3,2,0.646298,
Lombardia,131,6369,35,1416,114,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC4,2,2.056838,
Marche,9,951,2,209,57,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI3,2,0.946372,
Molise,1,176,0,32,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF2,2,0.568182,
P.A. Bolzano,6,391,2,100,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH1,2,1.534527,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH2,2,0,
Piemonte,55,5824,3,628,99,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC1,2,0.944368,
Puglia,69,2799,8,462,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITF4,2,2.465166,
Sardegna,42,1602,1,216,33,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITG2,2,2.621723,
Sicilia,139,3050,20,655,196,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITG1,2,4.557377,
Toscana,57,5033,15,446,37,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI1,2,1.132525,
Umbria,8,671,1,97,30,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITI2,2,1.192250,
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITC2,2,0,
Veneto,42,6000,8,1000,0,Dati della Protezione Civile del 13 Luglio 2021 ore 18:12,2021-07-13,ITH3,2,0.700000,
Abruzzo,25,1324,1,185,23,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF1,2,1.888218,
Basilicata,12,414,0,88,13,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF5,2,2.898551,
Calabria,48,798,2,151,25,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF6,2,6.015038,
Campania,192,3828,12,575,81,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF3,2,5.015674,
Emilia-Romagna,144,6538,14,760,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH5,2,2.202508,
Friuli Venezia Giulia,5,1277,1,175,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH4,2,0.391543,
Lazio,121,6421,25,943,193,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITI4,2,1.884442,
Liguria,8,1702,5,212,12,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC3,2,0.470035,
Lombardia,123,6369,32,1416,114,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC4,2,1.931229,
Marche,10,951,2,209,57,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITI3,2,1.051525,
Molise,1,176,0,32,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF2,2,0.568182,
P.A. Bolzano,5,391,1,100,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH1,2,1.278772,
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH2,2,0,
Piemonte,50,5824,4,628,99,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC1,2,0.858516,
Puglia,72,2799,8,462,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITF4,2,2.572347,
Sardegna,48,1602,1,216,33,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITG2,2,2.996255,
Sicilia,137,2998,20,655,196,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITG1,2,4.569713,
Toscana,57,5033,14,452,37,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITI1,2,1.132525,
Umbria,8,671,1,97,30,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITI2,2,1.192250,
Valle d'Aosta,0,33,0,15,6,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITC2,2,0,
Veneto,42,6000,8,1000,0,Dati della Protezione Civile del 14 Luglio 2021 ore 18:26,2021-07-14,ITH3,2,0.700000,
Abruzzo,24,1324,1,185,23,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITF1,2,1.812689,
Basilicata,10,414,0,88,13,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITF5,2,2.415459,
Calabria,48,798,2,151,25,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITF6,2,6.015038,
Campania,195,3828,12,575,81,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITF3,2,5.094044,
Emilia-Romagna,140,6538,14,760,0,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITH5,2,2.141328,
Friuli Venezia Giulia,5,1277,1,175,0,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITH4,2,0.391543,
Lazio,105,6421,25,943,193,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITI4,2,1.635259,
Liguria,7,1702,5,212,12,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITC3,2,0.411281,
Lombardia,128,6369,29,1416,114,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITC4,2,2.009735,
Marche,9,951,2,209,57,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITI3,2,0.946372,
Molise,1,176,0,32,0,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITF2,2,0.568182,
P.A. Bolzano,5,391,0,100,0,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITH1,2,1.278772,
P.A. Trento,1,517,1,60,15,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITH2,2,0.193424,
Piemonte,49,5824,4,628,99,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITC1,2,0.841346,
Puglia,69,2799,7,462,0,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITF4,2,2.465166,
Sardegna,42,1602,3,216,33,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITG2,2,2.621723,
Sicilia,140,3001,21,655,196,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITG1,2,4.665112,
Toscana,62,5033,15,446,37,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITI1,2,1.231870,
Umbria,7,671,1,97,30,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITI2,2,1.043219,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITC2,2,0,
Veneto,42,6000,10,1000,0,Dati della Protezione Civile del 15 Luglio 2021 ore 18:22,2021-07-15,ITH3,2,0.700000,
Abruzzo,25,1324,1,185,23,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITF1,2,1.888218,
Basilicata,14,414,0,88,13,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITF5,2,3.381643,
Calabria,47,818,3,151,25,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITF6,2,5.745721,
Campania,171,3828,12,575,81,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITF3,2,4.467085,
Emilia-Romagna,148,6538,15,760,0,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITH5,2,2.263689,
Friuli Venezia Giulia,6,1277,1,175,0,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITH4,2,0.469851,
Lazio,105,6421,25,943,193,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITI4,2,1.635259,
Liguria,8,1702,5,212,12,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITC3,2,0.470035,
Lombardia,143,6369,30,1416,114,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITC4,2,2.245250,
Marche,11,951,2,209,57,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITI3,2,1.156677,
Molise,0,176,0,69,0,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITF2,2,0,
P.A. Bolzano,5,391,0,100,0,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITH1,2,1.278772,
P.A. Trento,0,517,1,60,15,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITH2,2,0,
Piemonte,48,5824,3,628,99,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITC1,2,0.824176,
Puglia,65,2799,9,462,0,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITF4,2,2.322258,
Sardegna,43,1602,3,216,33,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITG2,2,2.684145,
Sicilia,144,2999,23,650,196,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITG1,2,4.801601,
Toscana,60,5033,16,775,37,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITI1,2,1.192132,
Umbria,4,671,1,97,30,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITI2,2,0.596125,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITC2,2,0,
Veneto,41,6000,11,1000,0,Dati della Protezione Civile del 16 Luglio 2021 ore 17:29,2021-07-16,ITH3,2,0.683333,
Abruzzo,22,1324,1,185,23,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITF1,2,1.661631,
Basilicata,14,414,0,88,13,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITF5,2,3.381643,
Calabria,48,818,4,151,25,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITF6,2,5.867971,
Campania,182,3828,12,575,81,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITF3,2,4.754441,
Emilia-Romagna,145,6538,14,760,0,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITH5,2,2.217804,
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITH4,2,0.626468,
Lazio,105,6421,25,943,193,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITI4,2,1.635259,
Liguria,11,1702,5,212,12,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITC3,2,0.646298,
Lombardia,136,6369,31,1416,114,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITC4,2,2.135343,
Marche,11,951,2,209,57,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITI3,2,1.156677,
Molise,0,176,0,69,0,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITF2,2,0,
P.A. Bolzano,6,391,0,100,0,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITH1,2,1.534527,
P.A. Trento,1,517,1,60,15,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITH2,2,0.193424,
Piemonte,45,5824,3,628,99,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITC1,2,0.772665,
Puglia,65,2799,9,462,0,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITF4,2,2.322258,
Sardegna,56,1602,4,216,33,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITG2,2,3.495630,
Sicilia,143,3001,23,643,196,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITG1,2,4.765078,
Toscana,63,5033,17,446,37,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITI1,2,1.251739,
Umbria,6,671,1,97,30,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITI2,2,0.894188,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITC2,2,0,
Veneto,44,6000,10,1000,0,Dati della Protezione Civile del 17 Luglio 2021 ore 17:31,2021-07-17,ITH3,2,0.733333,
Abruzzo,21,1324,1,185,23,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITF1,2,1.586103,
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITF5,2,3.140097,
Calabria,50,818,4,152,25,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITF6,2,6.112469,
Campania,175,3834,10,575,81,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITF3,2,4.564424,
Emilia-Romagna,141,6538,13,760,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITH5,2,2.156623,
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITH4,2,0.704777,
Lazio,119,6421,26,943,193,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITI4,2,1.853294,
Liguria,12,1703,5,212,12,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITC3,2,0.704639,
Lombardia,135,6369,31,1416,114,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITC4,2,2.119642,
Marche,13,951,2,209,57,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITI3,2,1.366982,
Molise,1,176,0,39,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITF2,2,0.568182,
P.A. Bolzano,7,391,0,100,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITH1,2,1.790281,
P.A. Trento,1,517,1,60,15,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITH2,2,0.193424,
Piemonte,46,5824,3,628,99,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITC1,2,0.789835,
Puglia,66,2799,9,462,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITF4,2,2.357985,
Sardegna,60,1602,4,216,33,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITG2,2,3.745318,
Sicilia,149,2994,21,643,196,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITG1,2,4.976620,
Toscana,66,5033,16,446,37,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITI1,2,1.311345,
Umbria,7,671,1,97,30,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITI2,2,1.043219,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITC2,2,0,
Veneto,45,6000,9,1000,0,Dati della Protezione Civile del 18 Luglio 2021 ore 20:18,2021-07-18,ITH3,2,0.750000,
Abruzzo,22,1324,1,185,23,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITF1,2,1.661631,
Basilicata,16,354,0,88,13,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITF5,2,4.519774,
Calabria,50,818,5,151,25,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITF6,2,6.112469,
Campania,181,3832,10,569,87,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITF3,2,4.723382,
Emilia-Romagna,142,6538,14,760,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITH5,2,2.171918,
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITH4,2,0.704777,
Lazio,130,6421,29,943,193,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITI4,2,2.024607,
Liguria,15,1703,5,212,12,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITC3,2,0.880799,
Lombardia,138,6369,30,1416,114,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITC4,2,2.166745,
Marche,13,951,2,209,57,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITI3,2,1.366982,
Molise,1,176,0,39,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITF2,2,0.568182,
P.A. Bolzano,9,391,0,100,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITH1,2,2.301790,
P.A. Trento,2,517,0,60,15,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITH2,2,0.386847,
Piemonte,54,5824,3,628,99,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITC1,2,0.927198,
Puglia,66,2799,10,462,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITF4,2,2.357985,
Sardegna,57,1602,4,216,33,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITG2,2,3.558052,
Sicilia,154,3004,22,643,196,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITG1,2,5.126498,
Toscana,74,5033,16,446,37,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITI1,2,1.470296,
Umbria,8,671,1,97,30,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITI2,2,1.192250,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITC2,2,0,
Veneto,47,6000,10,1000,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40,2021-07-19,ITH3,2,0.783333,
Abruzzo,20,1324,1,185,23,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITF1,2,1.510574,
Basilicata,16,342,0,88,13,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITF5,2,4.678363,
Calabria,47,818,4,151,25,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITF6,2,5.745721,
Campania,184,3832,13,569,87,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITF3,2,4.801670,
Emilia-Romagna,137,6538,15,760,0,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITH5,2,2.095442,
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITH4,2,0.704777,
Lazio,133,6421,28,943,193,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITI4,2,2.071328,
Liguria,13,1700,6,212,12,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITC3,2,0.764706,
Lombardia,136,6369,31,1416,114,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITC4,2,2.135343,
Marche,12,951,2,209,57,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITI3,2,1.261830,
Molise,1,176,0,39,0,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITF2,2,0.568182,
P.A. Bolzano,7,391,0,100,0,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITH1,2,1.790281,
P.A. Trento,2,517,0,60,15,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITH2,2,0.386847,
Piemonte,57,5824,3,628,99,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITC1,2,0.978709,
Puglia,76,2799,9,462,0,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITF4,2,2.715255,
Sardegna,58,1602,3,216,33,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITG2,2,3.620474,
Sicilia,156,3011,21,643,196,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITG1,2,5.181003,
Toscana,70,5033,15,446,37,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITI1,2,1.390821,
Umbria,9,671,1,97,30,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITI2,2,1.341282,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITC2,2,0,
Veneto,51,6000,13,1000,0,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07,2021-07-20,ITH3,2,0.850000,
Abruzzo,18,1324,1,185,23,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITF1,2,1.359517,
Basilicata,19,342,0,88,13,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITF5,2,5.555556,
Calabria,46,818,5,151,25,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITF6,2,5.623472,
Campania,175,3832,13,569,87,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITF3,2,4.566806,
Emilia-Romagna,141,6538,13,760,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITH5,2,2.156623,
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITH4,2,0.626468,
Lazio,151,6421,28,943,193,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITI4,2,2.351659,
Liguria,15,1700,6,212,12,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITC3,2,0.882353,
Lombardia,132,6369,28,1416,114,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITC4,2,2.072539,
Marche,12,951,3,209,57,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITI3,2,1.261830,
Molise,1,176,0,39,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITF2,2,0.568182,
P.A. Bolzano,5,391,0,100,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITH1,2,1.278772,
P.A. Trento,3,517,0,60,15,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITH2,2,0.580271,
Piemonte,50,5824,3,628,99,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITC1,2,0.858516,
Puglia,74,2799,8,462,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITF4,2,2.643801,
Sardegna,47,1602,4,216,33,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITG2,2,2.933833,
Sicilia,165,3002,20,643,196,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITG1,2,5.496336,
Toscana,78,5033,13,446,37,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITI1,2,1.549772,
Umbria,9,671,1,97,30,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITI2,2,1.341282,
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITC2,2,0,
Veneto,47,6000,12,1000,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17,2021-07-21,ITH3,2,0.783333,
Abruzzo,18,1324,1,185,23,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37,2021-07-22,ITF1,2,1.359517,
Basilicata,19,342,0,88,13,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37,2021-07-22,ITF5,2,5.555556,
Calabria,45,818,5,152,25,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37,2021-07-22,ITF6,2,5.501222,
