Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,389,1476,43,189,0,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Basilicata,70,413,2,88,13,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Calabria,272,913,18,152,25,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Campania,1435,4449,92,620,36,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Emilia-Romagna,2124,6126,203,757,0,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Friuli Venezia Giulia,596,1277,57,175,0,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Lazio,2407,6421,282,943,193,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Liguria,588,1740,62,216,12,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Lombardia,3454,10650,377,1200,330,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Marche,542,1175,71,233,40,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Molise,54,221,8,36,0,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
P.A. Bolzano,216,561,32,100,0,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
P.A. Trento,173,604,35,90,15,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Piemonte,2127,5824,150,628,99,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Puglia,1389,3459,163,460,80,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Sardegna,450,1602,39,202,35,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Sicilia,1345,4161,208,829,196,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Toscana,648,5033,95,555,11,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Umbria,346,782,55,130,2,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Valle d'Aosta,35,227,4,20,12,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Veneto,1438,6000,222,1000,0,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
Italia,20098,63114,2218,8623,1099,Dati della Protezione Civile del 30 Gennaio 2021 ore 19:37
