Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,24,1369,1,185,23,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Basilicata,15,412,0,88,13,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Calabria,59,905,6,146,25,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Campania,217,3844,19,581,75,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Emilia-Romagna,179,6538,24,760,0,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Lazio,181,6421,47,943,193,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Liguria,16,1702,6,221,12,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Lombardia,201,6749,49,1416,114,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Marche,12,954,3,209,57,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Molise,4,221,0,36,0,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
P.A. Trento,4,517,0,60,15,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Piemonte,145,5824,11,628,99,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Puglia,119,2989,11,491,0,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Sardegna,43,1602,2,216,33,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Sicilia,151,3080,18,652,196,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Toscana,86,5033,23,451,38,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Umbria,15,671,1,97,30,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Veneto,45,6000,6,1000,0,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
Italia,1532,56580,229,8485,929,Dati della Protezione Civile del 01 Luglio 2021 ore 18:25
