Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,69,1324,6,181,19,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Basilicata,25,364,0,88,13,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Calabria,99,966,8,174,3,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Campania,262,3511,18,555,189,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Emilia-Romagna,297,7920,38,889,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Friuli Venezia Giulia,98,1277,16,175,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Lazio,448,6421,57,943,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Liguria,78,1717,10,217,12,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Lombardia,330,6369,49,1530,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Marche,59,966,22,214,62,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Molise,5,176,1,39,26,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
P.A. Bolzano,58,500,3,100,20,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
P.A. Trento,25,517,2,90,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Piemonte,206,5824,21,628,99,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Puglia,146,2745,17,482,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Sardegna,38,1602,6,204,16,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Sicilia,302,3750,37,896,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Toscana,274,5033,26,570,36,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Umbria,39,662,7,84,43,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Veneto,184,6000,39,1000,0,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Italia,3045,57727,383,9092,538,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
