Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,307,1369,27,185,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Basilicata,147,448,10,88,13,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Calabria,428,998,36,156,25,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Campania,1406,4304,121,620,36,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Emilia-Romagna,1416,6538,195,760,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Friuli Venezia Giulia,175,1277,28,175,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Lazio,1943,6421,273,943,193,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Liguria,415,1832,54,226,12,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Lombardia,2968,10335,491,1416,114,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Marche,356,1215,65,210,54,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Molise,28,221,5,39,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
P.A. Bolzano,34,442,6,100,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
P.A. Trento,61,517,18,90,15,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Piemonte,1764,5824,162,628,99,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Puglia,1486,3768,199,586,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Sardegna,311,1602,40,216,33,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Sicilia,1021,3859,142,846,196,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Toscana,1146,5033,220,605,15,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Umbria,139,665,20,116,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Valle d'Aosta,27,227,9,30,6,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Veneto,753,6000,132,1000,0,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
Italia,16331,62895,2253,9035,811,Dati della Protezione Civile del 07 Maggio 2021 ore 18:25
