Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,168,1324,21,181,14,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Basilicata,60,354,2,79,13,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Calabria,305,1052,28,187,11,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Campania,651,4182,41,550,133,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Emilia-Romagna,1334,9001,121,889,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Friuli Venezia Giulia,282,1277,26,175,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Lazio,1127,6421,150,943,243,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Liguria,499,1764,43,219,12,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Lombardia,1831,10457,204,1530,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Marche,217,980,43,252,51,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Molise,20,176,1,39,26,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
P.A. Bolzano,81,500,18,100,20,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
P.A. Trento,100,517,21,90,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Piemonte,1176,5824,102,628,99,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Puglia,241,2706,30,482,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Sardegna,144,1602,15,204,16,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Sicilia,742,3665,92,864,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Toscana,600,5033,76,570,23,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Umbria,122,662,8,86,41,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Valle d'Aosta,29,99,2,33,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Veneto,1137,6000,182,1000,0,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
Italia,10866,63596,1226,9101,702,Dati della Protezione Civile del 30 Dicembre 2021 ore 19:11
