Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,82,1324,6,177,23,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Basilicata,56,364,3,88,13,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Calabria,178,964,13,174,3,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Campania,289,3511,16,555,189,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Emilia-Romagna,411,7920,48,889,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Friuli Venezia Giulia,50,1277,12,175,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Lazio,434,6421,53,943,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Liguria,76,1682,5,217,12,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Lombardia,437,6369,62,1530,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Marche,58,971,20,212,59,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Molise,5,176,2,39,26,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
P.A. Bolzano,19,500,9,100,20,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
P.A. Trento,15,517,2,90,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Piemonte,199,5824,21,628,99,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Puglia,196,2741,22,482,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Sardegna,178,1602,17,204,16,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Sicilia,646,3729,90,885,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Toscana,336,5033,53,570,35,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Umbria,45,662,5,84,43,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Veneto,225,6000,57,1000,0,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
Italia,3937,57670,516,9075,538,Dati della Protezione Civile del 21 Settembre 2021 ore 18:19
