Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,471,1491,38,189,0,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Basilicata,92,431,6,88,13,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Calabria,273,913,24,152,25,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Campania,1400,4576,109,620,36,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Emilia-Romagna,2741,6126,238,757,0,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Friuli Venezia Giulia,688,1277,67,175,0,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Lazio,2887,6421,321,943,194,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Liguria,737,1757,64,216,12,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Lombardia,3522,11541,462,1223,307,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Marche,548,1176,81,221,40,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Molise,58,221,7,34,0,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
P.A. Bolzano,233,456,24,77,2,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
P.A. Trento,350,604,45,90,15,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Piemonte,2705,5824,177,628,99,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Puglia,1388,3425,169,458,80,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Sardegna,517,1694,48,180,27,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Sicilia,1298,4161,208,807,196,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Toscana,789,5033,144,553,4,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Umbria,272,765,51,130,2,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Valle d'Aosta,52,242,1,20,12,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Veneto,2582,6000,358,1000,0,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Italia,23603,64134,2642,8561,1064,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
