Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,110,1324,8,181,14,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Basilicata,14,364,0,79,13,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Calabria,138,979,15,181,3,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Campania,312,3528,22,520,219,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Emilia-Romagna,674,8336,75,889,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Friuli Venezia Giulia,294,1277,26,175,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Lazio,692,6421,93,943,243,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Liguria,159,1711,21,217,12,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Lombardia,893,6646,111,1530,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Marche,92,966,25,246,57,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Molise,11,176,1,39,26,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
P.A. Bolzano,99,500,14,100,20,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
P.A. Trento,46,517,7,90,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Piemonte,400,5824,36,628,99,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Puglia,131,2722,21,482,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Sardegna,72,1602,14,204,16,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Sicilia,307,3564,44,867,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Toscana,249,5033,49,570,33,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Umbria,43,662,10,88,39,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Valle d'Aosta,28,99,1,33,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Veneto,534,6000,105,1000,0,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
Italia,5298,58251,698,9062,794,Dati della Protezione Civile del 02 Dicembre 2021 ore 18:37
