Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,48,1324,3,177,23,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Basilicata,27,354,1,88,13,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Calabria,102,797,7,169,2,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Campania,303,3832,16,548,195,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Emilia-Romagna,321,6538,36,760,0,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Friuli Venezia Giulia,24,1277,5,175,0,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Lazio,466,6421,68,943,243,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Liguria,66,1675,12,218,12,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Lombardia,299,6369,33,1416,114,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Marche,31,951,7,209,61,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Molise,6,176,1,39,26,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
P.A. Bolzano,16,391,1,100,20,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
P.A. Trento,15,517,1,90,0,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Piemonte,117,5824,7,628,99,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Puglia,125,2731,21,482,0,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Sardegna,128,1602,23,204,16,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Sicilia,499,3610,65,755,196,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Toscana,263,5033,32,570,37,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Umbria,32,684,2,91,36,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Valle d'Aosta,5,83,0,33,0,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Veneto,140,6000,28,1000,0,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
Italia,3033,56189,369,8695,1093,Dati della Protezione Civile del 13 Agosto 2021 ore 18:29
