Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,282,1324,27,181,14,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Basilicata,68,358,2,79,14,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Calabria,363,1056,32,189,9,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Campania,961,4399,74,702,18,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Emilia-Romagna,1873,9001,144,889,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Friuli Venezia Giulia,335,1277,35,175,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Lazio,1400,6421,191,943,243,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Liguria,663,1798,43,219,12,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Lombardia,2607,10457,237,1530,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Marche,251,1003,56,256,49,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Molise,24,176,2,39,26,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
P.A. Bolzano,76,500,18,100,20,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
P.A. Trento,104,517,24,90,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Piemonte,1665,5824,145,628,99,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Puglia,430,2721,39,493,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Sardegna,188,1602,25,204,16,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Sicilia,1050,3711,137,866,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Toscana,994,5033,113,570,14,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Umbria,192,662,12,86,41,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Valle d'Aosta,42,99,6,33,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Veneto,1362,6000,195,1000,0,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
Italia,14930,63939,1557,9272,575,Dati della Protezione Civile del 08 Gennaio 2022 ore 22:44
