Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,73,1324,14,177,23,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Basilicata,42,368,0,88,13,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Calabria,143,945,14,169,2,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Campania,350,3849,21,548,195,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Emilia-Romagna,420,7920,51,889,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Friuli Venezia Giulia,40,1277,11,175,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Lazio,488,6421,70,943,243,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Liguria,75,1695,11,218,12,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Lombardia,333,6369,44,1416,114,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Marche,69,971,12,212,61,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Molise,8,176,0,39,26,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
P.A. Bolzano,17,500,5,100,20,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
P.A. Trento,28,517,0,90,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Piemonte,144,5824,12,628,99,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Puglia,235,2741,22,482,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Sardegna,233,1602,24,204,16,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Sicilia,778,3822,103,926,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Toscana,401,5033,46,570,34,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Umbria,51,684,8,91,36,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Veneto,184,6000,43,1000,0,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
Italia,4114,58121,511,8998,894,Dati della Protezione Civile del 27 Agosto 2021 ore 17:49
