Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,487,1476,49,189,0,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Basilicata,82,424,1,88,13,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Calabria,234,913,25,152,25,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Campania,1542,4459,110,620,36,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Emilia-Romagna,2002,6126,183,757,0,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Friuli Venezia Giulia,527,1277,63,175,0,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Lazio,2248,6421,272,943,193,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Liguria,609,1782,63,217,18,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Lombardia,3491,10371,362,1200,330,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Marche,536,1174,73,233,40,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Molise,71,221,11,39,0,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
P.A. Bolzano,250,557,30,100,0,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
P.A. Trento,141,584,28,90,15,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Piemonte,2036,5824,148,628,99,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Puglia,1450,3561,164,569,80,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Sardegna,380,1602,35,208,35,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Sicilia,1192,4049,181,832,196,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Toscana,691,5033,112,548,11,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Umbria,423,785,77,130,2,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Valle d'Aosta,25,227,3,20,12,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Veneto,1110,6000,153,1000,0,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
Italia,19527,62866,2143,8738,1105,Dati della Protezione Civile del 08 Febbraio 2021 ore 19:04
