Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,122,1324,12,181,14,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Basilicata,20,364,1,79,13,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Calabria,175,979,21,181,3,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Campania,358,3528,30,520,219,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Emilia-Romagna,1004,9001,88,889,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Friuli Venezia Giulia,306,1277,28,175,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Lazio,821,6421,114,943,243,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Liguria,299,1705,27,221,12,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Lombardia,1135,7945,143,1530,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Marche,124,968,35,250,52,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Molise,8,176,3,39,26,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
P.A. Bolzano,97,500,21,100,20,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
P.A. Trento,90,517,18,90,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Piemonte,579,5824,49,628,99,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Puglia,127,2722,19,482,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Sardegna,93,1602,7,204,16,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Sicilia,398,3578,52,865,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Toscana,304,5033,50,570,33,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Umbria,47,662,8,88,39,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Valle d'Aosta,20,99,2,33,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Veneto,824,6000,128,1000,0,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Italia,6951,60225,856,9068,789,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
