Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,22,1369,1,185,23,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Basilicata,17,414,0,88,13,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Calabria,54,906,6,146,25,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Campania,208,3838,19,581,75,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Emilia-Romagna,161,6538,22,760,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Lazio,155,6421,40,943,193,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Liguria,14,1706,6,221,12,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Lombardia,208,6590,45,1416,114,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Marche,5,951,2,209,57,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Molise,3,221,0,36,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
P.A. Bolzano,6,391,2,100,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
P.A. Trento,2,517,0,60,15,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Piemonte,97,5824,9,628,99,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Puglia,113,2989,10,491,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Sardegna,41,1602,1,216,33,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Sicilia,145,3080,17,652,196,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Toscana,85,5033,18,448,30,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Umbria,9,671,1,97,30,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Veneto,40,6000,5,1000,0,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
Italia,1394,56419,204,8482,921,Dati della Protezione Civile del 03 Luglio 2021 ore 19:44
