Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,454,1476,43,189,0,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Basilicata,82,412,6,88,13,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Calabria,312,900,24,152,25,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Campania,1448,4459,94,620,36,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Emilia-Romagna,2564,6126,238,757,0,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Friuli Venezia Giulia,680,1277,63,175,0,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Lazio,2885,6421,315,943,193,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Liguria,654,1759,64,216,12,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Lombardia,3553,11394,449,1234,296,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Marche,591,1176,85,222,40,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Molise,60,221,10,36,0,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
P.A. Bolzano,214,494,30,77,2,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
P.A. Trento,287,604,46,90,15,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Piemonte,2470,5824,166,628,99,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Puglia,1398,3437,143,460,80,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Sardegna,506,1679,51,180,27,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Sicilia,1444,4161,205,824,196,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Toscana,720,5033,125,560,4,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Umbria,284,765,49,130,2,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Valle d'Aosta,45,227,2,20,12,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Veneto,2233,6000,336,1000,0,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
Italia,22884,63845,2544,8601,1052,Dati della Protezione Civile del 18 Gennaio 2021 ore 19:41
