Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,430,1491,35,189,0,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Basilicata,89,433,4,88,13,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Calabria,243,916,18,152,25,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Campania,1325,4513,113,620,36,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Emilia-Romagna,2629,6126,233,757,0,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Friuli Venezia Giulia,645,1277,62,175,0,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Lazio,2789,6421,303,943,194,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Liguria,694,1709,65,218,12,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Lombardia,3437,11925,489,1255,275,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Marche,470,1163,62,216,40,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Molise,51,221,10,34,0,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
P.A. Bolzano,159,460,26,77,2,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
P.A. Trento,380,604,42,90,15,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Piemonte,2895,5824,190,628,99,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Puglia,1490,3474,129,458,84,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Sardegna,486,1653,46,180,27,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Sicilia,1069,4158,171,799,196,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Toscana,838,5033,150,566,3,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Umbria,259,765,44,130,2,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Valle d'Aosta,75,175,2,20,12,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Veneto,2698,6000,361,1000,0,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Italia,23151,64341,2555,8595,1035,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
