Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,159,1382,0,181,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Basilicata,24,338,0,79,14,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Calabria,136,952,6,179,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Campania,265,3878,12,575,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Emilia-Romagna,820,9001,18,889,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,212,1277,8,175,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Lazio,486,6421,30,943,243,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Liguria,144,1581,7,218,12,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Lombardia,852,10457,13,1810,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Marche,79,983,1,230,48,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Molise,12,176,0,39,26,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
P.A. Bolzano,123,500,3,100,20,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
P.A. Trento,78,517,5,90,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Piemonte,579,6794,19,628,99,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Puglia,134,2735,7,405,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Sardegna,65,1602,6,204,16,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Sicilia,197,3286,15,799,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Toscana,313,5033,13,570,13,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Umbria,147,662,7,86,41,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Valle d'Aosta,17,67,0,13,21,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Veneto,537,6000,28,1000,0,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
Italia,5379,63642,198,9213,553,Dati della Protezione Civile del 07 Ottobre 2022 ore 23:45
