Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,160,1324,24,181,14,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Basilicata,50,354,1,79,13,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Calabria,295,1042,24,187,11,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Campania,534,3858,35,550,138,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Emilia-Romagna,1286,9001,112,889,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Friuli Venezia Giulia,283,1277,26,175,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Lazio,1025,6421,135,943,243,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Liguria,508,1766,41,219,12,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Lombardia,1698,10457,193,1530,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Marche,212,980,42,252,51,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Molise,18,176,2,39,26,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
P.A. Bolzano,87,500,18,100,20,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
P.A. Trento,92,517,23,90,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Piemonte,1118,5824,92,628,99,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Puglia,199,2722,22,482,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Sardegna,136,1602,12,204,16,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Sicilia,685,3665,88,860,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Toscana,520,5033,80,570,25,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Umbria,104,662,8,86,41,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Valle d'Aosta,29,99,2,33,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Veneto,1050,6000,165,1000,0,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
Italia,10089,63280,1145,9097,709,Dati della Protezione Civile del 28 Dicembre 2021 ore 20:18
