Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,178,1324,20,181,14,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Basilicata,64,354,1,79,13,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Calabria,312,1052,28,187,11,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Campania,675,4186,48,550,129,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Emilia-Romagna,1346,9001,116,889,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Friuli Venezia Giulia,287,1277,28,175,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Lazio,1162,6421,154,943,243,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Liguria,482,1764,47,219,12,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Lombardia,1859,10457,221,1530,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Marche,220,995,42,252,51,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Molise,20,176,1,39,26,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
P.A. Bolzano,81,500,17,100,20,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
P.A. Trento,105,517,19,90,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Piemonte,1223,5824,107,628,99,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Puglia,276,2704,31,493,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Sardegna,146,1602,16,204,16,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Sicilia,749,3661,98,861,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Toscana,636,5033,76,570,26,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Umbria,122,662,9,86,41,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Valle d'Aosta,34,99,3,33,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Veneto,1173,6000,178,1000,0,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
Italia,11150,63609,1260,9109,701,Dati della Protezione Civile del 31 Dicembre 2021 ore 18:44
