Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,109,1382,4,181,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Basilicata,25,358,1,79,14,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Calabria,153,952,5,179,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Campania,264,3878,11,575,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Emilia-Romagna,719,9001,26,889,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Friuli Venezia Giulia,115,1277,2,175,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Lazio,436,6421,37,943,243,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Liguria,146,1599,1,218,12,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Lombardia,502,10457,13,1730,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Marche,59,983,3,230,50,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Molise,9,176,1,39,26,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
P.A. Bolzano,22,500,1,100,20,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
P.A. Trento,36,517,2,90,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Piemonte,239,6794,7,628,99,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Puglia,172,2735,8,405,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Sardegna,80,1602,5,204,16,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Sicilia,254,3490,28,784,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Toscana,187,5033,6,570,13,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Umbria,114,662,0,86,41,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Valle d'Aosta,4,85,0,13,21,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Veneto,291,6000,12,1000,0,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
Italia,3936,63902,173,9118,555,Dati della Protezione Civile del 10 Settembre 2022 ore 23:45
