Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,547,1476,52,189,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Basilicata,66,414,6,88,13,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Calabria,206,913,22,152,25,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Campania,1322,4243,111,620,36,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Emilia-Romagna,1911,6126,171,757,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Friuli Venezia Giulia,414,1277,61,175,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Lazio,2092,6421,259,943,193,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Liguria,591,1787,62,216,18,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Lombardia,3562,10211,364,1248,282,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Marche,544,1176,80,233,40,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Molise,69,221,9,39,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
P.A. Bolzano,255,538,40,100,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
P.A. Trento,164,584,26,90,15,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Piemonte,1913,5824,140,628,99,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Puglia,1359,3606,161,569,80,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Sardegna,320,1602,27,208,35,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Sicilia,1030,4042,165,832,196,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Toscana,693,5033,130,556,11,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Umbria,451,818,84,141,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Valle d'Aosta,13,227,2,20,12,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Veneto,927,6000,113,1000,0,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
Italia,18449,62539,2085,8804,1055,Dati della Protezione Civile del 14 Febbraio 2021 ore 20:06
