Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,61,1324,5,177,23,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Basilicata,34,354,2,88,13,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Calabria,109,797,7,169,2,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Campania,317,3832,15,548,195,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Emilia-Romagna,344,6538,40,760,0,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Friuli Venezia Giulia,30,1277,7,175,0,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Lazio,493,6421,70,943,243,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Liguria,75,1685,10,218,12,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Lombardia,311,6369,40,1416,114,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Marche,38,951,7,213,61,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Molise,6,176,1,39,26,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
P.A. Bolzano,17,391,1,100,20,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
P.A. Trento,21,517,1,90,0,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Piemonte,127,5824,11,628,99,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Puglia,136,2731,23,482,0,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Sardegna,140,1602,22,204,16,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Sicilia,583,3619,71,754,196,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Toscana,297,5033,37,570,36,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Umbria,36,684,2,91,36,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Veneto,155,6000,32,1000,0,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
Italia,3334,56208,404,8698,1092,Dati della Protezione Civile del 16 Agosto 2021 ore 19:26
