Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,28,1369,1,185,23,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Basilicata,13,414,0,88,13,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Calabria,46,799,3,151,25,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Campania,200,3833,15,575,81,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Emilia-Romagna,153,6538,13,760,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Lazio,131,6421,26,943,193,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Liguria,9,1703,7,213,12,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Lombardia,121,6471,37,1416,114,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Marche,8,951,2,209,57,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Molise,1,176,0,32,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
P.A. Bolzano,7,391,2,100,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Piemonte,64,5824,3,628,99,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Puglia,78,2799,9,462,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Sardegna,36,1602,1,216,33,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Sicilia,131,3037,18,661,196,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Toscana,69,5033,16,451,34,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Umbria,9,671,1,97,30,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Veneto,39,6000,6,1000,0,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
Italia,1147,55907,161,8452,931,Dati della Protezione Civile del 10 Luglio 2021 ore 19:43
