Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,115,1382,3,181,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Basilicata,18,338,0,79,14,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Calabria,118,952,5,179,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Campania,221,3878,9,575,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Emilia-Romagna,594,9001,17,889,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Friuli Venezia Giulia,117,1277,5,175,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Lazio,356,6421,25,943,243,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Liguria,120,1559,4,218,12,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Lombardia,457,10457,7,1810,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Marche,54,983,4,230,50,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Molise,10,176,0,39,26,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
P.A. Bolzano,72,500,4,100,20,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
P.A. Trento,58,517,1,90,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Piemonte,283,6794,6,628,99,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Puglia,94,2735,7,405,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Sardegna,55,1602,5,204,16,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Sicilia,174,3347,14,791,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Toscana,173,5033,4,570,13,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Umbria,111,662,2,86,41,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Valle d'Aosta,6,67,0,13,21,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Veneto,255,6000,8,1000,0,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
Italia,3461,63681,130,9205,555,Dati della Protezione Civile del 26 Settembre 2022 ore 23:45
