Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,360,1376,34,187,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Basilicata,163,440,7,88,13,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Calabria,440,974,39,156,25,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Campania,1483,4304,139,620,36,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Emilia-Romagna,1687,6538,219,760,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Friuli Venezia Giulia,211,1277,32,175,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Lazio,2183,6421,275,943,193,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Liguria,480,1832,60,226,12,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Lombardia,3215,10788,535,1416,114,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Marche,413,1215,69,210,54,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Molise,31,221,9,39,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
P.A. Bolzano,65,450,5,100,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
P.A. Trento,67,517,18,90,15,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Piemonte,2042,5824,194,628,99,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Puglia,1604,3768,208,586,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Sardegna,358,1602,51,216,33,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Sicilia,1178,3857,160,835,196,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Toscana,1306,5033,249,617,18,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Umbria,173,679,28,112,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Valle d'Aosta,40,227,8,30,6,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Veneto,896,6000,151,1000,0,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
Italia,18395,63343,2490,9034,814,Dati della Protezione Civile del 03 Maggio 2021 ore 18:52
