Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,94,1324,8,181,14,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Basilicata,15,360,2,88,13,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Calabria,123,967,11,174,3,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Campania,312,3519,21,520,219,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Emilia-Romagna,560,7920,63,889,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Friuli Venezia Giulia,232,1277,26,175,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Lazio,697,6421,87,943,243,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Liguria,126,1711,18,217,12,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Lombardia,729,6553,72,1530,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Marche,69,966,23,238,57,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Molise,9,176,1,39,26,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
P.A. Bolzano,75,500,10,100,20,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
P.A. Trento,46,517,5,90,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Piemonte,318,5824,29,628,99,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Puglia,144,2722,18,482,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Sardegna,43,1602,13,204,16,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Sicilia,343,3607,41,859,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Toscana,253,5033,47,570,34,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Umbria,47,662,7,84,43,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Valle d'Aosta,11,99,2,33,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Veneto,383,6000,69,1000,0,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
Italia,4629,57760,573,9044,799,Dati della Protezione Civile del 24 Novembre 2021 ore 18:42
