Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,73,1324,7,177,23,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Basilicata,46,364,4,88,13,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Calabria,168,964,18,174,3,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Campania,339,3511,21,555,189,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Emilia-Romagna,428,7920,43,889,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Friuli Venezia Giulia,45,1277,9,175,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Lazio,448,6421,62,943,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Liguria,93,1695,8,218,12,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Lombardia,436,6369,60,1530,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Marche,55,971,27,212,61,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Molise,9,176,2,39,26,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
P.A. Bolzano,22,500,7,100,20,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
P.A. Trento,19,517,1,90,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Piemonte,201,5824,23,628,99,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Puglia,183,2741,20,482,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Sardegna,201,1602,23,204,16,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Sicilia,772,3725,99,882,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Toscana,363,5033,57,570,34,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Umbria,46,684,7,91,36,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Veneto,216,6000,56,1000,0,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
Italia,4165,57701,554,9080,532,Dati della Protezione Civile del 14 Settembre 2021 ore 18:17
