Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,262,1382,3,181,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Basilicata,101,368,0,79,14,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Calabria,317,997,16,177,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Campania,663,3912,36,573,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Emilia-Romagna,1544,9001,47,889,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Friuli Venezia Giulia,272,1277,6,175,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Lazio,1048,6421,73,943,243,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Liguria,413,1647,12,218,12,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Lombardia,1526,10457,40,1810,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Marche,178,983,5,230,49,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Molise,20,176,2,39,26,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
P.A. Bolzano,98,500,3,100,20,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
P.A. Trento,92,517,2,90,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Piemonte,572,6794,12,628,99,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Puglia,514,2751,17,405,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Sardegna,176,1602,10,204,16,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Sicilia,1011,3635,51,793,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Toscana,749,5033,27,570,20,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Umbria,275,662,9,86,41,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Valle d'Aosta,23,96,0,13,21,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Veneto,722,6000,32,1000,0,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
Italia,10576,64211,403,9203,561,Dati della Protezione Civile del 17 Luglio 2022 ore 23:45
