Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,411,1324,37,181,14,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Basilicata,90,354,3,79,14,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Calabria,439,1069,34,199,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Campania,1318,4506,93,782,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Emilia-Romagna,2412,9001,149,889,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Friuli Venezia Giulia,432,1277,42,175,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Lazio,1888,6421,204,943,243,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Liguria,722,1824,41,221,12,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Lombardia,3678,10457,265,1810,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Marche,294,1012,55,256,49,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Molise,21,176,1,39,26,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
P.A. Bolzano,110,500,17,100,20,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
P.A. Trento,150,517,19,90,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Piemonte,2063,6794,142,628,99,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Puglia,665,2855,69,499,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Sardegna,261,1602,27,204,16,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Sicilia,1386,3821,170,840,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Toscana,1314,5033,127,570,8,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Umbria,204,662,10,86,41,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Valle d'Aosta,76,133,6,33,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Veneto,1566,6000,177,1000,0,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
Italia,19500,65338,1688,9624,542,Dati della Protezione Civile del 19 Gennaio 2022 ore 18:46
