Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,416,1324,37,181,14,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Basilicata,96,352,5,79,14,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Calabria,393,1090,32,202,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Campania,1395,4476,91,812,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Emilia-Romagna,2617,9001,146,889,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Friuli Venezia Giulia,474,1277,42,175,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Lazio,2122,6421,204,943,243,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Liguria,689,1824,37,221,12,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Lombardia,3072,10457,254,1810,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Marche,310,1027,61,256,49,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Molise,41,176,3,39,26,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
P.A. Bolzano,104,500,11,100,20,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
P.A. Trento,141,517,24,90,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Piemonte,2079,6794,121,628,99,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Puglia,731,2882,62,503,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Sardegna,367,1602,34,204,16,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Sicilia,1476,3824,144,846,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Toscana,1352,5033,109,570,8,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Umbria,199,662,8,86,41,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Valle d'Aosta,65,143,7,34,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Veneto,1497,6000,156,1000,0,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
Italia,19636,65382,1588,9668,542,Dati della Protezione Civile del 29 Gennaio 2022 ore 23:19
