Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,400,1426,45,187,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Basilicata,166,462,10,88,13,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Calabria,474,970,45,156,25,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Campania,1506,4304,136,620,36,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Emilia-Romagna,1833,6538,246,760,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Friuli Venezia Giulia,267,1277,32,175,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Lazio,2369,6421,317,943,193,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Liguria,504,1811,66,226,12,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Lombardia,3819,11497,582,1416,114,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Marche,457,1251,66,210,54,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Molise,43,221,11,39,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
P.A. Bolzano,65,460,6,100,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
P.A. Trento,82,557,24,90,15,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Piemonte,2308,5824,240,628,99,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Puglia,1726,3768,227,586,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Sardegna,371,1602,46,216,33,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Sicilia,1254,3849,168,835,196,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Toscana,1449,5033,257,625,17,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Umbria,164,807,33,117,2,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Valle d'Aosta,48,227,8,30,6,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Veneto,1007,6000,183,1000,0,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
Italia,20312,64305,2748,9047,815,Dati della Protezione Civile del 27 Aprile 2021 ore 17:54
