Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,335,1376,30,187,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Basilicata,160,440,8,88,13,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Calabria,432,989,39,156,25,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Campania,1459,4304,122,620,36,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Emilia-Romagna,1546,6538,213,760,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Friuli Venezia Giulia,193,1277,33,175,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Lazio,2055,6421,265,943,193,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Liguria,463,1832,62,226,12,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Lombardia,3188,10581,519,1416,114,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Marche,391,1215,68,210,54,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Molise,29,221,9,39,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
P.A. Bolzano,46,442,7,100,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
P.A. Trento,65,517,19,90,15,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Piemonte,1896,5824,175,628,99,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Puglia,1548,3768,194,586,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Sardegna,338,1602,46,216,33,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Sicilia,1121,3864,152,846,196,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Toscana,1218,5033,229,605,15,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Umbria,146,679,24,112,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Valle d'Aosta,37,227,9,30,6,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Veneto,854,6000,145,1000,0,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
Italia,17520,63150,2368,9033,811,Dati della Protezione Civile del 05 Maggio 2021 ore 19:07
