Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,77,1324,7,181,19,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Basilicata,24,362,0,88,13,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Calabria,110,967,7,174,3,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Campania,281,3511,18,555,189,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Emilia-Romagna,338,7920,40,889,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Friuli Venezia Giulia,124,1277,19,175,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Lazio,523,6421,61,943,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Liguria,102,1707,9,217,12,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Lombardia,379,6369,47,1530,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Marche,69,966,23,214,60,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Molise,6,176,1,39,26,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
P.A. Bolzano,65,500,4,100,20,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
P.A. Trento,16,517,2,90,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Piemonte,233,5824,24,628,99,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Puglia,152,2722,19,482,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Sardegna,52,1602,6,204,16,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Sicilia,346,3637,48,875,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Toscana,277,5033,28,570,36,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Umbria,38,662,6,84,43,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Valle d'Aosta,6,83,0,33,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Veneto,218,6000,52,1000,0,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
Italia,3436,57580,421,9071,536,Dati della Protezione Civile del 09 Novembre 2021 ore 17:57
