Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,34,1324,0,177,23,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Basilicata,17,342,0,88,13,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Calabria,66,754,6,144,25,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Campania,218,3832,12,548,195,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Emilia-Romagna,223,6538,17,760,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Friuli Venezia Giulia,16,1277,3,175,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Lazio,297,6421,46,943,193,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Liguria,34,1668,9,214,12,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Lombardia,208,6369,27,1416,114,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Marche,25,951,6,209,57,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Molise,0,176,1,39,26,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
P.A. Bolzano,5,391,3,100,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
P.A. Trento,9,517,0,90,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Piemonte,81,5824,6,628,99,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Puglia,75,2810,9,456,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Sardegna,74,1602,17,196,39,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Sicilia,295,2971,33,676,196,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Toscana,149,5033,18,570,37,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Umbria,18,687,2,91,36,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Valle d'Aosta,2,67,0,23,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Veneto,108,6000,15,1000,0,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
Italia,1954,55554,230,8543,1065,Dati della Protezione Civile del 01 Agosto 2021 ore 18:45
