Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,502,1476,53,189,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Basilicata,77,410,5,88,13,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Calabria,223,913,25,152,25,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Campania,1425,4337,115,655,36,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Emilia-Romagna,1903,6126,178,757,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Friuli Venezia Giulia,457,1277,66,175,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Lazio,2160,6421,257,943,193,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Liguria,604,1790,62,217,18,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Lombardia,3550,10287,368,1248,282,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Marche,529,1176,75,233,40,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Molise,67,221,6,39,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
P.A. Bolzano,251,553,36,100,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
P.A. Trento,152,584,29,90,15,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Piemonte,1956,5824,150,628,99,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Puglia,1485,3606,165,569,80,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Sardegna,358,1602,33,208,35,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Sicilia,1071,4042,165,832,196,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Toscana,688,5033,120,552,11,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Umbria,440,825,80,141,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Valle d'Aosta,15,227,3,20,12,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Veneto,1029,6000,135,1000,0,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
Italia,18942,62730,2126,8836,1055,Dati della Protezione Civile del 11 Febbraio 2021 ore 19:12
