Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,426,1476,44,189,0,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Basilicata,86,416,6,88,13,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Calabria,278,913,22,152,25,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Campania,1455,4445,105,620,36,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Emilia-Romagna,2422,6126,222,757,0,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Friuli Venezia Giulia,686,1277,62,175,0,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Lazio,2560,6421,287,943,193,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Liguria,622,1779,67,216,12,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Lombardia,3412,10846,407,1206,324,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Marche,549,1175,73,233,40,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Molise,52,221,7,36,0,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
P.A. Bolzano,239,542,28,100,0,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
P.A. Trento,215,604,41,90,15,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Piemonte,2364,5824,163,628,99,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Puglia,1380,3459,169,460,80,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Sardegna,472,1659,48,187,35,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Sicilia,1439,4161,227,820,196,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Toscana,661,5033,109,559,4,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Umbria,300,765,47,130,2,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Valle d'Aosta,45,227,3,20,12,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Veneto,1761,6000,284,1000,0,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
Italia,21424,63369,2421,8609,1086,Dati della Protezione Civile del 25 Gennaio 2021 ore 18:44
