Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,22,1324,1,185,23,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Basilicata,16,354,0,88,13,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Calabria,50,818,5,151,25,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Campania,181,3832,10,569,87,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Emilia-Romagna,142,6538,14,760,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Lazio,130,6421,29,943,193,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Liguria,15,1703,5,212,12,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Lombardia,138,6369,30,1416,114,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Marche,13,951,2,209,57,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Molise,1,176,0,39,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
P.A. Bolzano,9,391,0,100,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
P.A. Trento,2,517,0,60,15,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Piemonte,54,5824,3,628,99,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Puglia,66,2799,10,462,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Sardegna,57,1602,4,216,33,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Sicilia,154,3004,22,643,196,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Toscana,74,5033,16,446,37,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Umbria,8,671,1,97,30,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Veneto,47,6000,10,1000,0,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
Italia,1188,55671,162,8414,940,Dati della Protezione Civile del 19 Luglio 2021 ore 18:40
