Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,314,1324,25,181,14,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Basilicata,72,356,2,79,14,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Calabria,382,1056,34,189,9,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Campania,1085,4399,77,702,18,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Emilia-Romagna,2043,9001,151,889,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Friuli Venezia Giulia,354,1277,41,175,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Lazio,1518,6421,197,943,243,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Liguria,697,1798,43,219,12,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Lombardia,2999,10457,246,1530,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Marche,247,1003,57,256,49,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Molise,28,176,2,39,26,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
P.A. Bolzano,79,500,18,100,20,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
P.A. Trento,110,517,27,90,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Piemonte,1845,5824,140,628,99,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Puglia,444,2767,45,493,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Sardegna,191,1602,27,204,16,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Sicilia,1160,3773,143,858,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Toscana,1084,5033,113,570,16,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Umbria,205,662,11,86,41,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Valle d'Aosta,46,99,6,33,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Veneto,1437,6000,201,1000,0,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Italia,16340,64045,1606,9264,577,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
