Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,374,1426,36,187,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Basilicata,164,448,8,88,13,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Calabria,467,959,46,156,25,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Campania,1452,4304,137,620,36,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Emilia-Romagna,1732,6538,226,760,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Friuli Venezia Giulia,239,1277,30,175,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Lazio,2182,6421,284,943,193,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Liguria,470,1838,65,226,12,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Lombardia,3495,10965,550,1416,114,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Marche,408,1215,67,210,54,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Molise,40,221,8,39,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
P.A. Bolzano,63,449,2,100,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
P.A. Trento,69,537,20,90,15,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Piemonte,2111,5824,210,628,99,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Puglia,1631,3768,224,586,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Sardegna,370,1602,49,216,33,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Sicilia,1172,3840,165,835,196,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Toscana,1332,5033,253,624,17,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Umbria,169,749,34,117,2,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Valle d'Aosta,36,227,8,30,6,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Veneto,964,6000,161,1000,0,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
Italia,18940,63641,2583,9046,815,Dati della Protezione Civile del 30 Aprile 2021 ore 18:17
