Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,266,1382,11,181,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Basilicata,101,362,1,79,13,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Calabria,319,971,15,177,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Campania,710,3902,35,573,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Emilia-Romagna,1760,9001,45,889,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Friuli Venezia Giulia,284,1277,4,175,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Lazio,1089,6421,68,943,243,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Liguria,438,1636,13,218,12,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Lombardia,1524,10457,41,1810,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Marche,200,983,6,230,50,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Molise,17,176,0,39,26,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
P.A. Bolzano,88,500,4,100,20,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
P.A. Trento,84,517,3,90,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Piemonte,628,6794,18,628,99,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Puglia,478,2751,16,405,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Sardegna,188,1602,11,204,16,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Sicilia,955,3585,50,792,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Toscana,752,5033,27,570,14,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Umbria,274,662,7,86,41,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Valle d'Aosta,33,96,0,13,21,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Veneto,756,6000,30,1000,0,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
Italia,10944,64108,405,9202,555,Dati della Protezione Civile del 22 Luglio 2022 ore 22:02
