Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,120,1324,10,181,14,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Basilicata,20,364,1,79,13,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Calabria,168,979,17,181,3,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Campania,350,3528,25,520,219,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Emilia-Romagna,837,8336,82,889,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Friuli Venezia Giulia,300,1277,27,175,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Lazio,760,6421,113,943,243,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Liguria,195,1688,27,221,12,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Lombardia,1066,7945,136,1530,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Marche,112,966,30,250,55,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Molise,11,176,1,39,26,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
P.A. Bolzano,95,500,17,100,20,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
P.A. Trento,61,517,15,90,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Piemonte,453,5824,43,628,99,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Puglia,141,2722,18,482,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Sardegna,89,1602,8,204,16,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Sicilia,320,3581,46,864,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Toscana,270,5032,47,570,32,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Umbria,42,662,7,88,39,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Valle d'Aosta,22,99,1,33,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Veneto,667,6000,120,1000,0,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
Italia,6099,59543,791,9067,791,Dati della Protezione Civile del 08 Dicembre 2021 ore 18:33
