Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,81,1324,10,181,19,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Basilicata,25,362,1,88,13,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Calabria,107,967,9,174,3,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Campania,290,3511,17,555,189,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Emilia-Romagna,362,7920,42,889,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Friuli Venezia Giulia,134,1277,19,175,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Lazio,537,6421,69,943,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Liguria,95,1703,9,217,12,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Lombardia,434,6369,49,1530,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Marche,70,966,21,238,56,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Molise,4,176,1,39,26,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
P.A. Bolzano,65,500,6,100,20,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
P.A. Trento,20,517,2,90,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Piemonte,242,5824,24,628,99,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Puglia,159,2722,19,482,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Sardegna,47,1602,8,204,16,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Sicilia,308,3603,50,861,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Toscana,257,5033,28,570,36,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Umbria,38,662,6,84,43,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Valle d'Aosta,7,83,0,33,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Veneto,243,6000,55,1000,0,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Italia,3525,57542,445,9081,532,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
