Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,115,1382,2,181,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Basilicata,16,338,0,79,13,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Calabria,116,952,4,179,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Campania,212,3878,9,575,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Emilia-Romagna,574,9001,18,889,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Friuli Venezia Giulia,110,1277,4,175,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Lazio,333,6421,25,943,243,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Liguria,108,1559,2,218,12,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Lombardia,443,10457,8,1810,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Marche,54,983,4,230,50,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Molise,7,176,0,39,26,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
P.A. Bolzano,61,500,2,100,20,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
P.A. Trento,55,517,1,90,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Piemonte,264,6794,7,628,99,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Puglia,96,2735,7,405,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Sardegna,51,1602,6,204,16,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Sicilia,172,3433,12,788,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Toscana,170,5033,5,570,13,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Umbria,106,662,2,86,41,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Valle d'Aosta,6,67,0,13,21,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Veneto,252,6000,7,1000,0,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
Italia,3321,63767,125,9202,554,Dati della Protezione Civile del 25 Settembre 2022 ore 23:45
