Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,25,1369,1,185,23,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Basilicata,22,412,0,88,13,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Calabria,65,905,7,146,25,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Campania,236,3880,22,579,75,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Emilia-Romagna,185,6538,27,760,0,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Friuli Venezia Giulia,14,1277,0,175,0,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Lazio,194,6421,60,943,193,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Liguria,15,1696,8,221,12,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Lombardia,269,6872,64,1416,114,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Marche,23,984,6,209,57,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Molise,8,221,0,36,0,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
P.A. Bolzano,6,391,4,100,0,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
P.A. Trento,7,517,2,60,15,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Piemonte,180,5824,17,628,99,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Puglia,146,3433,15,549,0,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Sardegna,37,1602,3,216,33,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Sicilia,166,3081,20,664,196,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Toscana,96,5033,28,452,30,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Umbria,17,671,3,97,30,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Valle d'Aosta,1,81,0,30,6,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Veneto,59,6000,11,1000,0,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
Italia,1771,57208,298,8554,921,Dati della Protezione Civile del 26 Giugno 2021 ore 21:00
