Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,673,1495,93,217,0,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Basilicata,144,422,16,88,13,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Calabria,246,913,30,152,25,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Campania,1529,4211,161,620,36,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Emilia-Romagna,3321,6463,364,760,0,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Friuli Venezia Giulia,528,1277,67,175,0,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Lazio,2214,6421,279,943,193,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Liguria,535,1790,63,224,12,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Lombardia,6077,12508,714,1416,114,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Marche,703,1176,131,233,40,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Molise,96,221,18,39,0,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
P.A. Bolzano,160,539,33,100,0,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
P.A. Trento,200,594,47,90,15,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Piemonte,2886,5824,267,628,99,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Puglia,1458,3623,174,569,80,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Sardegna,171,1602,27,208,35,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Sicilia,691,3896,100,834,196,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Toscana,1363,5033,236,599,18,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Umbria,402,852,79,139,2,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Valle d'Aosta,14,227,2,20,12,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Veneto,1107,6000,181,1000,0,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
Italia,24518,65087,3082,9054,890,Dati della Protezione Civile del 14 Marzo 2021 ore 18:52
