Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,55,1324,9,181,19,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Basilicata,24,364,0,88,13,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Calabria,102,966,5,174,3,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Campania,259,3511,19,555,189,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Emilia-Romagna,309,7920,30,889,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Friuli Venezia Giulia,75,1277,18,175,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Lazio,407,6421,57,943,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Liguria,75,1715,10,217,12,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Lombardia,288,6369,45,1530,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Marche,54,964,18,212,62,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Molise,5,176,2,39,26,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
P.A. Bolzano,49,500,4,100,20,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
P.A. Trento,22,517,2,90,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Piemonte,188,5824,21,628,99,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Puglia,139,2745,17,482,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Sardegna,44,1602,6,204,16,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Sicilia,300,3744,36,891,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Toscana,255,5033,28,570,36,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Umbria,38,662,6,84,43,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Valle d'Aosta,5,83,0,33,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Veneto,170,6000,31,1000,0,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Italia,2863,57717,364,9085,538,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
