Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,91,1324,7,181,14,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Basilicata,14,364,3,88,13,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Calabria,113,967,13,174,3,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Campania,297,3528,23,520,219,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Emilia-Romagna,575,7920,59,889,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Friuli Venezia Giulia,251,1277,28,175,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Lazio,706,6421,91,943,243,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Liguria,142,1711,19,217,12,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Lombardia,767,6571,81,1530,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Marche,74,966,23,238,56,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Molise,11,176,1,39,26,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
P.A. Bolzano,88,500,9,100,20,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
P.A. Trento,42,517,7,90,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Piemonte,329,5824,29,628,99,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Puglia,139,2722,22,482,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Sardegna,61,1602,13,204,16,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Sicilia,328,3585,43,869,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Toscana,248,5033,49,570,33,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Umbria,51,662,7,84,43,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Valle d'Aosta,14,99,2,33,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Veneto,407,6000,77,1000,0,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
Italia,4748,57769,606,9054,797,Dati della Protezione Civile del 26 Novembre 2021 ore 20:29
