Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,471,1491,39,189,0,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Basilicata,93,432,4,88,13,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Calabria,242,910,19,152,25,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Campania,1372,4508,97,620,36,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Emilia-Romagna,2696,6126,232,757,0,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Friuli Venezia Giulia,657,1277,59,175,0,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Lazio,2869,6421,308,943,194,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Liguria,708,1719,73,217,12,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Lombardia,3344,11644,475,1234,296,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Marche,495,1172,65,216,40,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Molise,57,221,8,34,0,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
P.A. Bolzano,203,453,27,77,2,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
P.A. Trento,371,604,45,90,15,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Piemonte,2847,5824,187,628,99,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Puglia,1401,3430,152,458,80,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Sardegna,488,1694,45,180,27,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Sicilia,1198,4166,190,799,201,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Toscana,860,5033,139,564,3,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Umbria,275,765,43,130,2,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Valle d'Aosta,54,163,1,20,12,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Veneto,2694,6000,361,1000,0,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
Italia,23395,64053,2569,8571,1057,Dati della Protezione Civile del 05 Gennaio 2021 ore 20:06
