Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,525,1495,57,215,0,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Basilicata,171,446,15,88,13,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Calabria,474,947,45,152,25,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Campania,1507,4320,131,620,36,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Emilia-Romagna,2365,6538,313,760,0,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Friuli Venezia Giulia,416,1277,59,175,0,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Lazio,2859,6421,382,943,193,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Liguria,595,1854,83,226,12,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Lombardia,5131,12602,728,1416,114,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Marche,610,1383,108,247,19,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Molise,51,221,15,39,0,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
P.A. Bolzano,63,467,13,100,0,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
P.A. Trento,119,584,33,90,15,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Piemonte,3193,5824,292,628,99,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Puglia,1895,3768,283,586,80,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Sardegna,359,1602,57,208,35,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Sicilia,1210,3895,189,835,196,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Toscana,1557,5033,278,632,14,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Umbria,258,844,34,132,2,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Valle d'Aosta,62,227,14,30,6,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Veneto,1323,6000,237,1000,0,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
Italia,24743,65748,3366,9122,859,Dati della Protezione Civile del 16 Aprile 2021 ore 19:23
