Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,126,1382,1,181,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Basilicata,41,358,1,79,14,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Calabria,157,978,2,183,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Campania,291,3941,14,579,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Emilia-Romagna,681,9001,25,889,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Friuli Venezia Giulia,90,1277,3,175,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Lazio,467,6421,29,943,243,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Liguria,142,1628,4,218,12,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Lombardia,474,10457,20,1810,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Marche,66,983,6,230,49,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Molise,11,176,2,39,26,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
P.A. Bolzano,47,500,1,100,20,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
P.A. Trento,28,517,2,90,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Piemonte,219,6794,10,628,99,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Puglia,206,2903,10,503,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Sardegna,105,1602,6,204,16,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Sicilia,548,3596,25,795,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Toscana,216,5033,13,570,13,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Umbria,92,662,0,86,41,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Valle d'Aosta,11,85,1,13,21,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Veneto,181,6000,8,1000,0,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
Italia,4199,64294,183,9315,554,Dati della Protezione Civile del 14 Giugno 2022 ore 23:45
