Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,443,1476,41,189,0,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Basilicata,87,434,3,88,13,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Calabria,291,900,27,152,25,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Campania,1432,4487,97,620,36,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Emilia-Romagna,2508,6126,231,757,0,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Friuli Venezia Giulia,682,1277,66,175,0,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Lazio,2792,6421,286,943,193,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Liguria,653,1759,63,216,12,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Lombardia,3664,11407,454,1223,307,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Marche,591,1177,85,222,40,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Molise,56,221,8,36,0,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
P.A. Bolzano,202,479,26,77,2,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
P.A. Trento,287,604,46,90,15,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Piemonte,2464,5824,162,628,99,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Puglia,1381,3435,148,458,80,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Sardegna,500,1679,49,180,27,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Sicilia,1406,4161,212,817,196,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Toscana,706,5033,125,561,4,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Umbria,278,765,49,130,2,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Valle d'Aosta,44,227,4,20,12,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Veneto,2317,6000,338,1000,0,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
Italia,22784,63892,2520,8582,1063,Dati della Protezione Civile del 16 Gennaio 2021 ore 20:34
