Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,491,1491,35,189,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Basilicata,96,432,8,88,13,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Calabria,284,918,21,152,25,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Campania,1488,4196,102,620,36,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Emilia-Romagna,2718,5747,201,757,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Friuli Venezia Giulia,582,1277,56,175,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Lazio,2690,6421,293,943,194,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Liguria,687,1644,64,218,12,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Lombardia,4178,12196,521,1268,262,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Marche,409,1162,64,216,40,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Molise,53,221,7,34,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
P.A. Bolzano,157,466,17,77,2,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
P.A. Trento,326,604,49,90,15,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Piemonte,3144,5824,213,628,99,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Puglia,1422,3458,170,458,84,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Sardegna,498,1653,41,180,27,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Sicilia,1008,4151,173,804,196,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Toscana,888,5033,161,574,3,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Umbria,238,780,38,130,2,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Valle d'Aosta,83,176,4,33,4,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Veneto,2630,6000,351,1000,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
Italia,24070,63850,2589,8634,1014,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04
