Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,23,1369,1,185,23,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Basilicata,16,414,0,88,13,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Calabria,53,793,4,148,25,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Campania,218,3834,17,581,72,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Emilia-Romagna,160,6538,18,760,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Friuli Venezia Giulia,6,1277,1,175,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Lazio,144,6421,29,943,193,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Liguria,11,1703,7,212,12,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Lombardia,150,6568,44,1416,114,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Marche,7,951,1,209,57,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Molise,1,176,0,32,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
P.A. Bolzano,6,391,1,100,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
P.A. Trento,0,517,0,60,15,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Piemonte,69,5824,6,628,99,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Puglia,88,2916,8,483,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Sardegna,33,1602,1,216,33,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Sicilia,129,3044,19,660,196,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Toscana,69,5033,17,451,34,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Umbria,13,671,0,97,30,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Valle d'Aosta,0,81,0,30,6,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Veneto,38,6000,6,1000,0,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
Italia,1234,56123,180,8474,922,Dati della Protezione Civile del 07 Luglio 2021 ore 18:18
