Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,552,1476,70,197,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Basilicata,73,416,6,88,13,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Calabria,173,913,20,152,25,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Campania,1290,4132,110,620,36,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Emilia-Romagna,1890,6126,181,757,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Friuli Venezia Giulia,361,1277,58,175,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Lazio,1945,6421,232,943,193,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Liguria,541,1795,59,216,18,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Lombardia,3716,10289,368,1248,282,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Marche,520,1176,79,233,40,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Molise,77,221,12,39,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
P.A. Bolzano,253,549,37,100,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
P.A. Trento,172,584,27,90,15,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Piemonte,1866,5824,128,628,99,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Puglia,1283,3606,159,569,80,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Sardegna,295,1602,25,208,35,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Sicilia,930,3982,145,832,196,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Toscana,717,5033,144,554,12,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Umbria,469,851,85,141,2,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Valle d'Aosta,10,227,2,20,12,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Veneto,830,6000,98,1000,0,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
Italia,17963,62500,2045,8810,1058,Dati della Protezione Civile del 18 Febbraio 2021 ore 18:15
